cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b1,b13,0.0,0.0,2,6,enthusiasm / curiosity,0.16488127410411835
b1,b13,0.0,0.0,3,0,self-doubt / encouragement,0.052453186362981796
b1,b13,0.0,0.0,3,1,frustration / despair,0.09358758479356766
b1,b13,0.0,0.0,3,2,uncertainty / indecision,0.12726494669914246
b1,b13,0.0,0.0,3,3,romantic idealism,0.030849866569042206
b1,b13,0.0,0.0,3,4,academic ambition / competitive determination,0.05452263727784157
b1,b13,0.0,0.0,3,5,ironic amusement,0.11290572583675385
b1,b13,0.0,0.0,3,6,enthusiasm / curiosity,0.11540377885103226
b1,b13,0.0,0.0,4,0,self-doubt / encouragement,0.09420274198055267
b1,b13,0.0,0.0,4,1,frustration / despair,0.08755809813737869
b1,b13,0.0,0.0,4,2,uncertainty / indecision,0.1750427633523941
b1,b13,0.0,0.0,4,3,romantic idealism,0.0777839720249176
b1,b13,0.0,0.0,4,4,academic ambition / competitive determination,0.17606696486473083
b1,b13,0.0,0.0,4,5,ironic amusement,0.047942329198122025
b1,b13,0.0,0.0,4,6,enthusiasm / curiosity,0.12136196345090866
b1,b13,0.0,0.0,5,0,self-doubt / encouragement,0.2605997622013092
b1,b13,0.0,0.0,5,1,frustration / despair,0.1821449100971222
b1,b13,0.0,0.0,5,2,uncertainty / indecision,0.3255994915962219
b1,b13,0.0,0.0,5,3,romantic idealism,0.07390762865543365
b1,b13,0.0,0.0,5,4,academic ambition / competitive determination,0.23687967658042908
b1,b13,0.0,0.0,5,5,ironic amusement,0.1294260025024414
b1,b13,0.0,0.0,5,6,enthusiasm / curiosity,0.2497444748878479
b1,b13,0.0,0.0,6,0,self-doubt / encouragement,0.05742540583014488
b1,b13,0.0,0.0,6,1,frustration / despair,0.01839112676680088
b1,b13,0.0,0.0,6,2,uncertainty / indecision,0.05221102759242058
b1,b13,0.0,0.0,6,3,romantic idealism,-0.0029398947954177856
b1,b13,0.0,0.0,6,4,academic ambition / competitive determination,0.06544547528028488
b1,b13,0.0,0.0,6,5,ironic amusement,0.11783196777105331
b1,b13,0.0,0.0,6,6,enthusiasm / curiosity,0.07693257182836533
b1,b13,0.0,0.0,7,0,self-doubt / encouragement,0.23421017825603485
b1,b13,0.0,0.0,7,1,frustration / despair,0.17512358725070953
b1,b13,0.0,0.0,7,2,uncertainty / indecision,0.2382877618074417
b1,b13,0.0,0.0,7,3,romantic idealism,0.043948929756879807
b1,b13,0.0,0.0,7,4,academic ambition / competitive determination,0.09755353629589081
b1,b13,0.0,0.0,7,5,ironic amusement,0.16565553843975067
b1,b13,0.0,0.0,7,6,enthusiasm / curiosity,0.21328479051589966
b1,b13,0.0,2.0,0,0,self-doubt / encouragement,0.13249002397060394
b1,b13,0.0,2.0,0,1,frustration / despair,0.20995695888996124
b1,b13,0.0,2.0,0,2,uncertainty / indecision,0.19181230664253235
b1,b13,0.0,2.0,0,3,romantic idealism,-0.020195841789245605
b1,b13,0.0,2.0,0,4,academic ambition / competitive determination,0.08750301599502563
b1,b13,0.0,2.0,0,5,ironic amusement,0.1469186693429947
b1,b13,0.0,2.0,0,6,enthusiasm / curiosity,0.1337772011756897
b1,b13,0.0,2.0,1,0,self-doubt / encouragement,0.23340177536010742
b1,b13,0.0,2.0,1,1,frustration / despair,0.23091945052146912
b1,b13,0.0,2.0,1,2,uncertainty / indecision,0.2619163393974304
b1,b13,0.0,2.0,1,3,romantic idealism,0.1208295151591301
b1,b13,0.0,2.0,1,4,academic ambition / competitive determination,0.141514852643013
b1,b13,0.0,2.0,1,5,ironic amusement,0.20069408416748047
b1,b13,0.0,2.0,1,6,enthusiasm / curiosity,0.28641194105148315
b1,b13,0.0,2.0,2,0,self-doubt / encouragement,0.14057748019695282
b1,b13,0.0,2.0,2,1,frustration / despair,0.06099993735551834
b1,b13,0.0,2.0,2,2,uncertainty / indecision,0.10362768918275833
b1,b13,0.0,2.0,2,3,romantic idealism,0.1929982304573059
b1,b13,0.0,2.0,2,4,academic ambition / competitive determination,0.07709187269210815
b1,b13,0.0,2.0,2,5,ironic amusement,0.17996057868003845
b1,b13,0.0,2.0,2,6,enthusiasm / curiosity,0.21706613898277283
b1,b13,0.0,2.0,3,0,self-doubt / encouragement,0.07205758988857269
b1,b13,0.0,2.0,3,1,frustration / despair,0.1312333643436432
b1,b13,0.0,2.0,3,2,uncertainty / indecision,0.17033793032169342
b1,b13,0.0,2.0,3,3,romantic idealism,0.0614924319088459
b1,b13,0.0,2.0,3,4,academic ambition / competitive determination,0.07901395857334137
b1,b13,0.0,2.0,3,5,ironic amusement,0.12075186520814896
b1,b13,0.0,2.0,3,6,enthusiasm / curiosity,0.164966881275177
b1,b13,0.0,2.0,4,0,self-doubt / encouragement,0.21117419004440308
b1,b13,0.0,2.0,4,1,frustration / despair,0.17703020572662354
b1,b13,0.0,2.0,4,2,uncertainty / indecision,0.2732919752597809
b1,b13,0.0,2.0,4,3,romantic idealism,0.11195429414510727
b1,b13,0.0,2.0,4,4,academic ambition / competitive determination,0.21288548409938812
b1,b13,0.0,2.0,4,5,ironic amusement,0.138455331325531
b1,b13,0.0,2.0,4,6,enthusiasm / curiosity,0.1984051913022995
b1,b13,0.0,2.0,5,0,self-doubt / encouragement,0.15653777122497559
b1,b13,0.0,2.0,5,1,frustration / despair,0.12581466138362885
b1,b13,0.0,2.0,5,2,uncertainty / indecision,0.19443631172180176
b1,b13,0.0,2.0,5,3,romantic idealism,0.07441782206296921
b1,b13,0.0,2.0,5,4,academic ambition / competitive determination,0.10690765082836151
b1,b13,0.0,2.0,5,5,ironic amusement,0.1326974481344223
b1,b13,0.0,2.0,5,6,enthusiasm / curiosity,0.20527829229831696
b1,b13,0.0,2.0,6,0,self-doubt / encouragement,0.1768570989370346
b1,b13,0.0,2.0,6,1,frustration / despair,0.21283479034900665
b1,b13,0.0,2.0,6,2,uncertainty / indecision,0.22252266108989716
b1,b13,0.0,2.0,6,3,romantic idealism,0.0685398131608963
b1,b13,0.0,2.0,6,4,academic ambition / competitive determination,0.14609208703041077
b1,b13,0.0,2.0,6,5,ironic amusement,0.1691673845052719
b1,b13,0.0,2.0,6,6,enthusiasm / curiosity,0.22367002069950104
b1,b13,0.0,2.0,7,0,self-doubt / encouragement,0.20578666031360626
b1,b13,0.0,2.0,7,1,frustration / despair,0.17892290651798248
b1,b13,0.0,2.0,7,2,uncertainty / indecision,0.22662930190563202
b1,b13,0.0,2.0,7,3,romantic idealism,0.027743680402636528
b1,b13,0.0,2.0,7,4,academic ambition / competitive determination,0.07254420965909958
b1,b13,0.0,2.0,7,5,ironic amusement,0.15734465420246124
b1,b13,0.0,2.0,7,6,enthusiasm / curiosity,0.18109680712223053
b1,b13,2.0,-2.0,0,0,self-doubt / encouragement,0.15949828922748566
b1,b13,2.0,-2.0,0,1,frustration / despair,0.18104447424411774
b1,b13,2.0,-2.0,0,2,uncertainty / indecision,0.21034936606884003
b1,b13,2.0,-2.0,0,3,romantic idealism,0.02587752789258957
b1,b13,2.0,-2.0,0,4,academic ambition / competitive determination,0.15651248395442963
b1,b13,2.0,-2.0,0,5,ironic amusement,0.0943790152668953
b1,b13,2.0,-2.0,0,6,enthusiasm / curiosity,0.1675524115562439
b1,b13,2.0,-2.0,1,0,self-doubt / encouragement,0.1449931114912033
b1,b13,2.0,-2.0,1,1,frustration / despair,0.1353904902935028
b1,b13,2.0,-2.0,1,2,uncertainty / indecision,0.18455523252487183
b1,b13,2.0,-2.0,1,3,romantic idealism,0.1148645281791687
b1,b13,2.0,-2.0,1,4,academic ambition / competitive determination,0.10143417865037918
b1,b13,2.0,-2.0,1,5,ironic amusement,0.12428277730941772
b1,b13,2.0,-2.0,1,6,enthusiasm / curiosity,0.2094527781009674
b1,b13,2.0,-2.0,2,0,self-doubt / encouragement,0.1459057778120041
b1,b13,2.0,-2.0,2,1,frustration / despair,0.09020084142684937
b1,b13,2.0,-2.0,2,2,uncertainty / indecision,0.11210831999778748
b1,b13,2.0,-2.0,2,3,romantic idealism,0.061588019132614136
b1,b13,2.0,-2.0,2,4,academic ambition / competitive determination,0.05202769488096237
b1,b13,2.0,-2.0,2,5,ironic amusement,0.04710644856095314
b1,b13,2.0,-2.0,2,6,enthusiasm / curiosity,0.1053454726934433
b1,b13,2.0,-2.0,3,0,self-doubt / encouragement,0.0764259621500969
b1,b13,2.0,-2.0,3,1,frustration / despair,0.0766282007098198
b1,b13,2.0,-2.0,3,2,uncertainty / indecision,0.16695360839366913
b1,b13,2.0,-2.0,3,3,romantic idealism,-0.022078994661569595
b1,b13,2.0,-2.0,3,4,academic ambition / competitive determination,0.15452784299850464
b1,b13,2.0,-2.0,3,5,ironic amusement,0.11593169718980789
b1,b13,2.0,-2.0,3,6,enthusiasm / curiosity,0.1402524709701538
b1,b13,2.0,-2.0,4,0,self-doubt / encouragement,0.14392319321632385
b1,b13,2.0,-2.0,4,1,frustration / despair,0.11823767423629761
b1,b13,2.0,-2.0,4,2,uncertainty / indecision,0.18512451648712158
b1,b13,2.0,-2.0,4,3,romantic idealism,0.10417386889457703
b1,b13,2.0,-2.0,4,4,academic ambition / competitive determination,0.13873741030693054
b1,b13,2.0,-2.0,4,5,ironic amusement,0.06425052136182785
b1,b13,2.0,-2.0,4,6,enthusiasm / curiosity,0.1248292550444603
b1,b13,2.0,-2.0,5,0,self-doubt / encouragement,0.16007043421268463
b1,b13,2.0,-2.0,5,1,frustration / despair,0.12573488056659698
b1,b13,2.0,-2.0,5,2,uncertainty / indecision,0.1840505301952362
b1,b13,2.0,-2.0,5,3,romantic idealism,0.07016748189926147
b1,b13,2.0,-2.0,5,4,academic ambition / competitive determination,0.12312508374452591
b1,b13,2.0,-2.0,5,5,ironic amusement,0.14098288118839264
b1,b13,2.0,-2.0,5,6,enthusiasm / curiosity,0.222178652882576
b1,b13,2.0,-2.0,6,0,self-doubt / encouragement,0.13133712112903595
b1,b13,2.0,-2.0,6,1,frustration / despair,0.057794928550720215
b1,b13,2.0,-2.0,6,2,uncertainty / indecision,0.09956719726324081
b1,b13,2.0,-2.0,6,3,romantic idealism,0.03306938335299492
b1,b13,2.0,-2.0,6,4,academic ambition / competitive determination,-0.003272468224167824
b1,b13,2.0,-2.0,6,5,ironic amusement,0.17894317209720612
b1,b13,2.0,-2.0,6,6,enthusiasm / curiosity,0.12194257229566574
b1,b13,2.0,-2.0,7,0,self-doubt / encouragement,0.2939532399177551
b1,b13,2.0,-2.0,7,1,frustration / despair,0.34492677450180054
b1,b13,2.0,-2.0,7,2,uncertainty / indecision,0.39835917949676514
b1,b13,2.0,-2.0,7,3,romantic idealism,0.17481476068496704
b1,b13,2.0,-2.0,7,4,academic ambition / competitive determination,0.28996434807777405
b1,b13,2.0,-2.0,7,5,ironic amusement,0.28677278757095337
b1,b13,2.0,-2.0,7,6,enthusiasm / curiosity,0.33368515968322754
b1,b13,2.0,0.0,0,0,self-doubt / encouragement,0.2425605058670044
b1,b13,2.0,0.0,0,1,frustration / despair,0.15465828776359558
b1,b13,2.0,0.0,0,2,uncertainty / indecision,0.22024334967136383
b1,b13,2.0,0.0,0,3,romantic idealism,0.004330373369157314
b1,b13,2.0,0.0,0,4,academic ambition / competitive determination,0.1317223310470581
b1,b13,2.0,0.0,0,5,ironic amusement,0.21090656518936157
b1,b13,2.0,0.0,0,6,enthusiasm / curiosity,0.28100040555000305
b1,b13,2.0,0.0,1,0,self-doubt / encouragement,0.16069795191287994
b1,b13,2.0,0.0,1,1,frustration / despair,0.15840281546115875
b1,b13,2.0,0.0,1,2,uncertainty / indecision,0.18827806413173676
b1,b13,2.0,0.0,1,3,romantic idealism,0.10029228776693344
b1,b13,2.0,0.0,1,4,academic ambition / competitive determination,0.0666499212384224
b1,b13,2.0,0.0,1,5,ironic amusement,0.1281481683254242
b1,b13,2.0,0.0,1,6,enthusiasm / curiosity,0.19893519580364227
b1,b13,2.0,0.0,2,0,self-doubt / encouragement,0.15917862951755524
b1,b13,2.0,0.0,2,1,frustration / despair,0.14626246690750122
b1,b13,2.0,0.0,2,2,uncertainty / indecision,0.16737045347690582
b1,b13,2.0,0.0,2,3,romantic idealism,0.1634669303894043
b1,b13,2.0,0.0,2,4,academic ambition / competitive determination,0.12637081742286682
b1,b13,2.0,0.0,2,5,ironic amusement,0.048569317907094955
b1,b13,2.0,0.0,2,6,enthusiasm / curiosity,0.15318620204925537
b1,b13,2.0,0.0,3,0,self-doubt / encouragement,0.102531298995018
b1,b13,2.0,0.0,3,1,frustration / despair,0.07760205119848251
b1,b13,2.0,0.0,3,2,uncertainty / indecision,0.14552870392799377
b1,b13,2.0,0.0,3,3,romantic idealism,-0.03093135356903076
b1,b13,2.0,0.0,3,4,academic ambition / competitive determination,0.11816318333148956
b1,b13,2.0,0.0,3,5,ironic amusement,0.12354525178670883
b1,b13,2.0,0.0,3,6,enthusiasm / curiosity,0.16865047812461853
b1,b13,2.0,0.0,4,0,self-doubt / encouragement,0.17132197320461273
b1,b13,2.0,0.0,4,1,frustration / despair,0.11077816784381866
b1,b13,2.0,0.0,4,2,uncertainty / indecision,0.19798366725444794
b1,b13,2.0,0.0,4,3,romantic idealism,0.07208235561847687
b1,b13,2.0,0.0,4,4,academic ambition / competitive determination,0.215925931930542
b1,b13,2.0,0.0,4,5,ironic amusement,0.09559005498886108
b1,b13,2.0,0.0,4,6,enthusiasm / curiosity,0.22239503264427185
b1,b13,2.0,0.0,5,0,self-doubt / encouragement,0.1593089997768402
b1,b13,2.0,0.0,5,1,frustration / despair,0.1444195806980133
b1,b13,2.0,0.0,5,2,uncertainty / indecision,0.18300503492355347
b1,b13,2.0,0.0,5,3,romantic idealism,0.042489197105169296
b1,b13,2.0,0.0,5,4,academic ambition / competitive determination,0.09951305389404297
b1,b13,2.0,0.0,5,5,ironic amusement,0.13140971958637238
b1,b13,2.0,0.0,5,6,enthusiasm / curiosity,0.22048163414001465
b1,b13,2.0,0.0,6,0,self-doubt / encouragement,0.2140534669160843
b1,b13,2.0,0.0,6,1,frustration / despair,0.14762449264526367
b1,b13,2.0,0.0,6,2,uncertainty / indecision,0.17574620246887207
b1,b13,2.0,0.0,6,3,romantic idealism,0.08707848191261292
b1,b13,2.0,0.0,6,4,academic ambition / competitive determination,0.13148042559623718
b1,b13,2.0,0.0,6,5,ironic amusement,0.15125539898872375
b1,b13,2.0,0.0,6,6,enthusiasm / curiosity,0.21732866764068604
b1,b13,2.0,0.0,7,0,self-doubt / encouragement,0.2289009690284729
b1,b13,2.0,0.0,7,1,frustration / despair,0.1809365451335907
b1,b13,2.0,0.0,7,2,uncertainty / indecision,0.16955526173114777
b1,b13,2.0,0.0,7,3,romantic idealism,0.06741634756326675
b1,b13,2.0,0.0,7,4,academic ambition / competitive determination,0.108656145632267
b1,b13,2.0,0.0,7,5,ironic amusement,0.16674759984016418
b1,b13,2.0,0.0,7,6,enthusiasm / curiosity,0.1679295003414154
b1,b13,2.0,2.0,0,0,self-doubt / encouragement,0.2268582284450531
b1,b13,2.0,2.0,0,1,frustration / despair,0.2638224959373474
b1,b13,2.0,2.0,0,2,uncertainty / indecision,0.25200867652893066
b1,b13,2.0,2.0,0,3,romantic idealism,0.0655154138803482
b1,b13,2.0,2.0,0,4,academic ambition / competitive determination,0.20566388964653015
b1,b13,2.0,2.0,0,5,ironic amusement,0.15415318310260773
b1,b13,2.0,2.0,0,6,enthusiasm / curiosity,0.2396046221256256
b1,b13,2.0,2.0,1,0,self-doubt / encouragement,0.34140509366989136
b1,b13,2.0,2.0,1,1,frustration / despair,0.31118443608283997
b1,b13,2.0,2.0,1,2,uncertainty / indecision,0.32403331995010376
b1,b13,2.0,2.0,1,3,romantic idealism,0.17291685938835144
b1,b13,2.0,2.0,1,4,academic ambition / competitive determination,0.19939656555652618
b1,b13,2.0,2.0,1,5,ironic amusement,0.26900729537010193
b1,b13,2.0,2.0,1,6,enthusiasm / curiosity,0.37956932187080383
b1,b13,2.0,2.0,2,0,self-doubt / encouragement,0.21501697599887848
b1,b13,2.0,2.0,2,1,frustration / despair,0.12282343208789825
b1,b13,2.0,2.0,2,2,uncertainty / indecision,0.16644053161144257
b1,b13,2.0,2.0,2,3,romantic idealism,0.16731484234333038
b1,b13,2.0,2.0,2,4,academic ambition / competitive determination,0.11797259747982025
b1,b13,2.0,2.0,2,5,ironic amusement,0.0996370017528534
b1,b13,2.0,2.0,2,6,enthusiasm / curiosity,0.21593576669692993
b1,b13,2.0,2.0,3,0,self-doubt / encouragement,0.2232288420200348
b1,b13,2.0,2.0,3,1,frustration / despair,0.09667488187551498
b1,b13,2.0,2.0,3,2,uncertainty / indecision,0.19748514890670776
b1,b13,2.0,2.0,3,3,romantic idealism,0.0823960229754448
b1,b13,2.0,2.0,3,4,academic ambition / competitive determination,0.105744369328022
b1,b13,2.0,2.0,3,5,ironic amusement,0.16241095960140228
b1,b13,2.0,2.0,3,6,enthusiasm / curiosity,0.23937377333641052
b1,b13,2.0,2.0,4,0,self-doubt / encouragement,0.1220385953783989
b1,b13,2.0,2.0,4,1,frustration / despair,0.1279151886701584
b1,b13,2.0,2.0,4,2,uncertainty / indecision,0.1853501796722412
b1,b13,2.0,2.0,4,3,romantic idealism,0.0793573409318924
b1,b13,2.0,2.0,4,4,academic ambition / competitive determination,0.10507851839065552
b1,b13,2.0,2.0,4,5,ironic amusement,0.06402552127838135
b1,b13,2.0,2.0,4,6,enthusiasm / curiosity,0.14855529367923737
b1,b13,2.0,2.0,5,0,self-doubt / encouragement,0.16495585441589355
b1,b13,2.0,2.0,5,1,frustration / despair,0.13008956611156464
b1,b13,2.0,2.0,5,2,uncertainty / indecision,0.2005642056465149
b1,b13,2.0,2.0,5,3,romantic idealism,0.048014238476753235
b1,b13,2.0,2.0,5,4,academic ambition / competitive determination,0.19193749129772186
b1,b13,2.0,2.0,5,5,ironic amusement,0.17415212094783783
b1,b13,2.0,2.0,5,6,enthusiasm / curiosity,0.1904928833246231
b1,b13,2.0,2.0,6,0,self-doubt / encouragement,0.28107789158821106
b1,b13,2.0,2.0,6,1,frustration / despair,0.2278059720993042
b1,b13,2.0,2.0,6,2,uncertainty / indecision,0.26831120252609253
b1,b13,2.0,2.0,6,3,romantic idealism,0.09590013325214386
b1,b13,2.0,2.0,6,4,academic ambition / competitive determination,0.2417752891778946
b1,b13,2.0,2.0,6,5,ironic amusement,0.16696953773498535
b1,b13,2.0,2.0,6,6,enthusiasm / curiosity,0.2940751612186432
b1,b13,2.0,2.0,7,0,self-doubt / encouragement,0.21744562685489655
b1,b13,2.0,2.0,7,1,frustration / despair,0.18381819128990173
b1,b13,2.0,2.0,7,2,uncertainty / indecision,0.17472903430461884
b1,b13,2.0,2.0,7,3,romantic idealism,0.10923269391059875
b1,b13,2.0,2.0,7,4,academic ambition / competitive determination,0.10550238192081451
b1,b13,2.0,2.0,7,5,ironic amusement,0.17915813624858856
b1,b13,2.0,2.0,7,6,enthusiasm / curiosity,0.20998501777648926
b11,b13,-2.0,-2.0,0,0,self-doubt / encouragement,0.1411987543106079
b11,b13,-2.0,-2.0,0,1,frustration / despair,0.08453547209501266
b11,b13,-2.0,-2.0,0,2,uncertainty / indecision,0.10022075474262238
b11,b13,-2.0,-2.0,0,3,romantic idealism,0.015218113549053669
b11,b13,-2.0,-2.0,0,4,academic ambition / competitive determination,0.08672917634248734
b11,b13,-2.0,-2.0,0,5,ironic amusement,0.1399819701910019
b11,b13,-2.0,-2.0,0,6,enthusiasm / curiosity,0.17312447726726532
b11,b13,-2.0,-2.0,1,0,self-doubt / encouragement,0.13882383704185486
b11,b13,-2.0,-2.0,1,1,frustration / despair,0.1545344740152359
b11,b13,-2.0,-2.0,1,2,uncertainty / indecision,0.19758163392543793
b11,b13,-2.0,-2.0,1,3,romantic idealism,0.03244466334581375
b11,b13,-2.0,-2.0,1,4,academic ambition / competitive determination,0.14784102141857147
b11,b13,-2.0,-2.0,1,5,ironic amusement,0.11793886870145798
b11,b13,-2.0,-2.0,1,6,enthusiasm / curiosity,0.13020026683807373
b11,b13,-2.0,-2.0,2,0,self-doubt / encouragement,0.14715144038200378
b11,b13,-2.0,-2.0,2,1,frustration / despair,0.060527827590703964
b11,b13,-2.0,-2.0,2,2,uncertainty / indecision,0.08115411549806595
b11,b13,-2.0,-2.0,2,3,romantic idealism,0.04470652714371681
b11,b13,-2.0,-2.0,2,4,academic ambition / competitive determination,0.04328734055161476
b11,b13,-2.0,-2.0,2,5,ironic amusement,0.07890454679727554
b11,b13,-2.0,-2.0,2,6,enthusiasm / curiosity,0.21461018919944763
b11,b13,-2.0,-2.0,3,0,self-doubt / encouragement,0.05895610898733139
b11,b13,-2.0,-2.0,3,1,frustration / despair,0.07934102416038513
b11,b13,-2.0,-2.0,3,2,uncertainty / indecision,0.09856124222278595
b11,b13,-2.0,-2.0,3,3,romantic idealism,0.028417423367500305
b11,b13,-2.0,-2.0,3,4,academic ambition / competitive determination,0.05484836548566818
b11,b13,-2.0,-2.0,3,5,ironic amusement,0.10769908875226974
b11,b13,-2.0,-2.0,3,6,enthusiasm / curiosity,0.1485670655965805
b11,b13,-2.0,-2.0,4,0,self-doubt / encouragement,0.11731740832328796
b11,b13,-2.0,-2.0,4,1,frustration / despair,0.06781286746263504
b11,b13,-2.0,-2.0,4,2,uncertainty / indecision,0.16807352006435394
b11,b13,-2.0,-2.0,4,3,romantic idealism,0.06950677186250687
b11,b13,-2.0,-2.0,4,4,academic ambition / competitive determination,0.09919610619544983
b11,b13,-2.0,-2.0,4,5,ironic amusement,0.06598789989948273
b11,b13,-2.0,-2.0,4,6,enthusiasm / curiosity,0.10113538801670074
b11,b13,-2.0,-2.0,5,0,self-doubt / encouragement,0.1561926156282425
b11,b13,-2.0,-2.0,5,1,frustration / despair,0.13555879890918732
b11,b13,-2.0,-2.0,5,2,uncertainty / indecision,0.13254089653491974
b11,b13,-2.0,-2.0,5,3,romantic idealism,0.054447975009679794
b11,b13,-2.0,-2.0,5,4,academic ambition / competitive determination,0.09445703774690628
b11,b13,-2.0,-2.0,5,5,ironic amusement,0.13684731721878052
b11,b13,-2.0,-2.0,5,6,enthusiasm / curiosity,0.21611568331718445
b11,b13,-2.0,-2.0,6,0,self-doubt / encouragement,0.12047626823186874
b11,b13,-2.0,-2.0,6,1,frustration / despair,0.12014545500278473
b11,b13,-2.0,-2.0,6,2,uncertainty / indecision,0.12078052014112473
b11,b13,-2.0,-2.0,6,3,romantic idealism,0.002430252730846405
b11,b13,-2.0,-2.0,6,4,academic ambition / competitive determination,0.04728766903281212
b11,b13,-2.0,-2.0,6,5,ironic amusement,0.10690931975841522
b11,b13,-2.0,-2.0,6,6,enthusiasm / curiosity,0.13086803257465363
b11,b13,-2.0,-2.0,7,0,self-doubt / encouragement,0.22895358502864838
b11,b13,-2.0,-2.0,7,1,frustration / despair,0.18005642294883728
b11,b13,-2.0,-2.0,7,2,uncertainty / indecision,0.1892896443605423
b11,b13,-2.0,-2.0,7,3,romantic idealism,0.04311336949467659
b11,b13,-2.0,-2.0,7,4,academic ambition / competitive determination,0.11087101697921753
b11,b13,-2.0,-2.0,7,5,ironic amusement,0.19371448457241058
b11,b13,-2.0,-2.0,7,6,enthusiasm / curiosity,0.21065574884414673
b11,b13,-2.0,0.0,0,0,self-doubt / encouragement,0.11302880942821503
b11,b13,-2.0,0.0,0,1,frustration / despair,0.1391109675168991
b11,b13,-2.0,0.0,0,2,uncertainty / indecision,0.14492854475975037
b11,b13,-2.0,0.0,0,3,romantic idealism,0.10339558124542236
b11,b13,-2.0,0.0,0,4,academic ambition / competitive determination,0.07654094696044922
b11,b13,-2.0,0.0,0,5,ironic amusement,0.1111672967672348
b11,b13,-2.0,0.0,0,6,enthusiasm / curiosity,0.15221641957759857
b11,b13,-2.0,0.0,1,0,self-doubt / encouragement,0.12337563931941986
b11,b13,-2.0,0.0,1,1,frustration / despair,0.0964774638414383
b11,b13,-2.0,0.0,1,2,uncertainty / indecision,0.1465483158826828
b11,b13,-2.0,0.0,1,3,romantic idealism,0.058671437203884125
b11,b13,-2.0,0.0,1,4,academic ambition / competitive determination,0.047532662749290466
b11,b13,-2.0,0.0,1,5,ironic amusement,0.14754746854305267
b11,b13,-2.0,0.0,1,6,enthusiasm / curiosity,0.11724772304296494
b11,b13,-2.0,0.0,2,0,self-doubt / encouragement,0.10017313063144684
b11,b13,-2.0,0.0,2,1,frustration / despair,0.08625444769859314
b11,b13,-2.0,0.0,2,2,uncertainty / indecision,0.10923151671886444
b11,b13,-2.0,0.0,2,3,romantic idealism,0.0060401479713618755
b11,b13,-2.0,0.0,2,4,academic ambition / competitive determination,0.05787911266088486
b11,b13,-2.0,0.0,2,5,ironic amusement,0.034921761602163315
b11,b13,-2.0,0.0,2,6,enthusiasm / curiosity,0.09441226720809937
b11,b13,-2.0,0.0,3,0,self-doubt / encouragement,0.0523921437561512
b11,b13,-2.0,0.0,3,1,frustration / despair,0.060511279851198196
b11,b13,-2.0,0.0,3,2,uncertainty / indecision,0.08555363118648529
b11,b13,-2.0,0.0,3,3,romantic idealism,0.006268564146012068
b11,b13,-2.0,0.0,3,4,academic ambition / competitive determination,0.06825955957174301
b11,b13,-2.0,0.0,3,5,ironic amusement,0.11284893751144409
b11,b13,-2.0,0.0,3,6,enthusiasm / curiosity,0.14914202690124512
b11,b13,-2.0,0.0,4,0,self-doubt / encouragement,0.07742451876401901
b11,b13,-2.0,0.0,4,1,frustration / despair,0.04400031268596649
b11,b13,-2.0,0.0,4,2,uncertainty / indecision,0.15896834433078766
b11,b13,-2.0,0.0,4,3,romantic idealism,0.060419369488954544
b11,b13,-2.0,0.0,4,4,academic ambition / competitive determination,0.10453395545482635
b11,b13,-2.0,0.0,4,5,ironic amusement,0.04774653539061546
b11,b13,-2.0,0.0,4,6,enthusiasm / curiosity,0.10600210726261139
b11,b13,-2.0,0.0,5,0,self-doubt / encouragement,0.13359108567237854
b11,b13,-2.0,0.0,5,1,frustration / despair,0.12494492530822754
b11,b13,-2.0,0.0,5,2,uncertainty / indecision,0.19384364783763885
b11,b13,-2.0,0.0,5,3,romantic idealism,0.07712844014167786
b11,b13,-2.0,0.0,5,4,academic ambition / competitive determination,0.08162403851747513
b11,b13,-2.0,0.0,5,5,ironic amusement,0.09281914681196213
b11,b13,-2.0,0.0,5,6,enthusiasm / curiosity,0.1769547462463379
b11,b13,-2.0,0.0,6,0,self-doubt / encouragement,0.18978522717952728
b11,b13,-2.0,0.0,6,1,frustration / despair,0.17530137300491333
b11,b13,-2.0,0.0,6,2,uncertainty / indecision,0.2160092294216156
b11,b13,-2.0,0.0,6,3,romantic idealism,0.0551871731877327
b11,b13,-2.0,0.0,6,4,academic ambition / competitive determination,0.20921854674816132
b11,b13,-2.0,0.0,6,5,ironic amusement,0.11708109825849533
b11,b13,-2.0,0.0,6,6,enthusiasm / curiosity,0.21032845973968506
b11,b13,-2.0,0.0,7,0,self-doubt / encouragement,0.19698932766914368
b11,b13,-2.0,0.0,7,1,frustration / despair,0.16401775181293488
b11,b13,-2.0,0.0,7,2,uncertainty / indecision,0.18708957731723785
b11,b13,-2.0,0.0,7,3,romantic idealism,0.0305256899446249
b11,b13,-2.0,0.0,7,4,academic ambition / competitive determination,0.1355484127998352
b11,b13,-2.0,0.0,7,5,ironic amusement,0.1956532895565033
b11,b13,-2.0,0.0,7,6,enthusiasm / curiosity,0.2505369186401367
b11,b13,-2.0,2.0,0,0,self-doubt / encouragement,0.34140509366989136
b11,b13,-2.0,2.0,0,1,frustration / despair,0.31118443608283997
b11,b13,-2.0,2.0,0,2,uncertainty / indecision,0.32403331995010376
b11,b13,-2.0,2.0,0,3,romantic idealism,0.17291685938835144
